Density,Viscosity,Oil Saturation,Net Thickness,Permeability,Depth,EOR Process,,,,,,,,,,,
71,10,62,8,4,1030,6,,,,,,,,,,,
38,12,68,7,18,1157,6,,,,,,,,,,,
53,6,54,6,14,1060,6,,,,,,,,,,,
68,6,31,5,13,1170,6,,,,,,,,,,,
27,6,43,8,15,1083,6,,,,,,,,,,,
45,3,54,8,13,1139,6,,,,,,,,,,,
28,5,66,5,3,975,6,,,,,,,,,,,
27,9,63,7,17,1184,6,,,,,,,,,,,
30,11,77,8,15,714,6,,,,,,,,,,,
56,8,79,7,11,771,6,,,,,,,,,,,
29,10,76,7,19,606,6,,,,,,,,,,,
49,6,30,6,11,1055,6,,,,,,,,,,,
26,6,71,5,20,1034,6,,,,,,,,,,,
67,5,53,6,2,803,6,,,,,,,,,,,
62,9,70,6,8,647,6,,,,,,,,,,,
53,8,63,8,4,1232,6,,,,,,,,,,,
44,12,65,6,10,1208,6,,,,,,,,,,,
51,6,33,5,5,1244,6,,,,,,,,,,,
60,11,66,8,19,679,6,,,,,,,,,,,
41,11,45,8,9,603,6,,,,,,,,,,,
80,4,34,8,14,1043,6,,,,,,,,,,,
70,4,53,8,11,1213,6,,,,,,,,,,,
75,12,72,8,9,696,6,,,,,,,,,,,
48,5,64,5,12,1231,6,,,,,,,,,,,
71,4,67,8,13,960,6,,,,,,,,,,,
79,9,58,6,17,850,6,,,,,,,,,,,
34,5,40,7,1,703,6,,,,,,,,,,,
64,5,55,6,10,1313,6,,,,,,,,,,,
70,4,60,6,6,792,6,,,,,,,,,,,
54,4,69,5,3,828,6,,,,,,,,,,,
78,3,55,7,15,1321,6,,,,,,,,,,,
34,9,46,6,16,717,6,,,,,,,,,,,
45,7,55,6,17,742,6,,,,,,,,,,,
30,8,75,7,1,985,6,,,,,,,,,,,
37,9,70,6,16,1221,6,,,,,,,,,,,
63,6,74,8,1,946,6,,,,,,,,,,,
62,12,56,8,14,1118,6,,,,,,,,,,,
73,3,44,6,13,1014,6,,,,,,,,,,,
76,4,75,7,17,1065,6,,,,,,,,,,,
66,12,41,7,9,1081,6,,,,,,,,,,,
58,5,41,7,17,1194,6,,,,,,,,,,,
54,6,39,6,7,891,6,,,,,,,,,,,
34,4,57,5,17,899,6,,,,,,,,,,,
59,11,62,6,6,996,6,,,,,,,,,,,
40,6,53,8,6,843,6,,,,,,,,,,,
34,8,37,5,7,910,6,,,,,,,,,,,
52,7,55,7,20,825,6,,,,,,,,,,,
32,6,43,8,3,884,6,,,,,,,,,,,
32,7,73,8,7,846,6,,,,,,,,,,,
43,12,37,6,6,645,6,,,,,,,,,,,
51,7,52,8,6,1147,6,,,,,,,,,,,
57,5,57,7,6,1225,6,,,,,,,,,,,
38,4,60,8,13,1300,6,,,,,,,,,,,
66,10,45,6,11,1261,6,,,,,,,,,,,
20,283,59,5,89,764,0,,,,,,,,,,,
21,113,79,3,92,1359,0,,,,,,,,,,,
18,133,73,7,88,1456,0,,,,,,,,,,,
26,289,64,3,53,633,0,,,,,,,,,,,
34,324,44,10,61,322,0,,,,,,,,,,,
18,264,66,4,96,968,0,,,,,,,,,,,
26,48,71,3,65,885,0,,,,,,,,,,,
23,325,67,8,98,625,0,,,,,,,,,,,
14,276,59,4,60,427,0,,,,,,,,,,,
13,351,57,5,81,365,0,,,,,,,,,,,
22,243,63,4,85,499,0,,,,,,,,,,,
21,235,68,10,88,1231,0,,,,,,,,,,,
25,307,52,10,96,1159,0,,,,,,,,,,,
19,175,73,6,87,717,0,,,,,,,,,,,
23,88,47,6,84,630,0,,,,,,,,,,,
24,99,70,4,56,701,0,,,,,,,,,,,
24,197,56,9,51,1295,0,,,,,,,,,,,
21,409,60,3,85,904,0,,,,,,,,,,,
21,132,44,6,85,266,0,,,,,,,,,,,
33,463,61,3,94,1493,0,,,,,,,,,,,
29,269,66,6,51,827,0,,,,,,,,,,,
15,430,44,7,59,155,0,,,,,,,,,,,
18,433,50,4,78,851,0,,,,,,,,,,,
14,157,41,3,74,1439,0,,,,,,,,,,,
17,39,62,9,59,289,0,,,,,,,,,,,
25,163,56,3,78,866,0,,,,,,,,,,,
32,465,52,6,93,1118,0,,,,,,,,,,,
30,67,80,6,76,915,0,,,,,,,,,,,
25,499,54,6,65,357,0,,,,,,,,,,,
13,88,47,5,58,619,0,,,,,,,,,,,
11,85,46,10,50,497,0,,,,,,,,,,,
35,454,59,5,57,889,0,,,,,,,,,,,
25,338,65,8,76,1273,0,,,,,,,,,,,
17,65,60,8,85,432,0,,,,,,,,,,,
29,103,48,6,100,803,0,,,,,,,,,,,
30,243,47,10,50,1281,0,,,,,,,,,,,
11,84,69,10,63,526,0,,,,,,,,,,,
28,442,77,3,58,398,0,,,,,,,,,,,
11,172,77,10,80,841,0,,,,,,,,,,,
31,318,77,6,96,1336,0,,,,,,,,,,,
24,22,43,8,67,1206,0,,,,,,,,,,,
27,45,54,4,98,1291,0,,,,,,,,,,,
21,50,80,4,87,896,0,,,,,,,,,,,
19,57,56,10,99,1011,0,,,,,,,,,,,
28,215,70,9,54,392,0,,,,,,,,,,,
30,437,64,8,53,1087,0,,,,,,,,,,,
14,75,80,7,90,657,0,,,,,,,,,,,
32,322,65,3,68,1100,0,,,,,,,,,,,
11,282,78,10,81,1343,0,,,,,,,,,,,
20,332,53,7,63,902,0,,,,,,,,,,,
12,94,49,9,58,624,0,,,,,,,,,,,
32,125,69,3,88,1123,0,,,,,,,,,,,
34,389,42,3,61,1201,0,,,,,,,,,,,
33,329,68,9,81,357,0,,,,,,,,,,,
35,390,64,3,72,1040,0,,,,,,,,,,,
13,164,44,8,56,1107,0,,,,,,,,,,,
14,134,67,5,55,1031,0,,,,,,,,,,,
13,218,77,6,93,467,0,,,,,,,,,,,
27,246,69,7,90,1249,0,,,,,,,,,,,
12,133,59,7,57,712,0,,,,,,,,,,,
22,24,66,10,70,1412,0,,,,,,,,,,,
34,282,55,8,81,512,0,,,,,,,,,,,
35,170,54,4,56,495,0,,,,,,,,,,,
20,382,66,9,67,224,0,,,,,,,,,,,
32,74,55,10,53,670,0,,,,,,,,,,,
23,391,67,3,95,629,0,,,,,,,,,,,
11,234,46,4,87,175,0,,,,,,,,,,,
15,82,52,10,58,1275,0,,,,,,,,,,,
12,185,53,6,90,1273,0,,,,,,,,,,,
25,323,73,5,79,1250,0,,,,,,,,,,,
23,418,78,10,53,1185,0,,,,,,,,,,,
11,382,76,8,57,1085,0,,,,,,,,,,,
25,371,73,7,58,286,0,,,,,,,,,,,
13,403,71,5,93,1207,0,,,,,,,,,,,
30,90,64,9,100,1284,0,,,,,,,,,,,
20,42,77,7,83,1378,0,,,,,,,,,,,
15,22,49,4,65,242,0,,,,,,,,,,,
13,489,47,7,98,908,0,,,,,,,,,,,
27,249,58,9,82,637,0,,,,,,,,,,,
27,429,52,10,86,682,0,,,,,,,,,,,
34,110,51,10,85,368,0,,,,,,,,,,,
34,474,65,10,93,1434,0,,,,,,,,,,,
21,452,50,5,87,1388,0,,,,,,,,,,,
15,288,47,10,88,1156,0,,,,,,,,,,,
12,222,66,9,90,1027,0,,,,,,,,,,,
32,159,76,9,59,1190,0,,,,,,,,,,,
11,98,50,3,74,1262,0,,,,,,,,,,,
18,134,49,9,68,1006,0,,,,,,,,,,,
17,84,68,4,65,397,0,,,,,,,,,,,
12,435,42,7,75,877,0,,,,,,,,,,,
16,136,57,9,75,1053,0,,,,,,,,,,,
31,308,47,5,92,1100,0,,,,,,,,,,,
29,405,65,7,58,1431,0,,,,,,,,,,,
24,180,49,3,50,988,0,,,,,,,,,,,
10,84,43,4,57,382,0,,,,,,,,,,,
30,175,80,5,90,1252,0,,,,,,,,,,,
15,355,46,4,56,615,0,,,,,,,,,,,
11,301,75,7,69,282,0,,,,,,,,,,,
32,363,49,4,83,358,0,,,,,,,,,,,
34,463,76,10,74,1206,0,,,,,,,,,,,
21,326,56,6,64,644,0,,,,,,,,,,,
20,437,71,4,76,1346,0,,,,,,,,,,,
10,284,78,10,51,620,0,,,,,,,,,,,
30,241,73,9,80,918,0,,,,,,,,,,,
21,316,48,7,50,1015,0,,,,,,,,,,,
31,181,52,4,82,254,0,,,,,,,,,,,
20,500,76,7,83,397,0,,,,,,,,,,,
22,234,60,7,55,464,0,,,,,,,,,,,
17,201,67,6,98,845,0,,,,,,,,,,,
19,121,66,6,89,1009,0,,,,,,,,,,,
24,393,69,3,52,1492,0,,,,,,,,,,,
22,351,40,7,88,240,0,,,,,,,,,,,
32,273,56,9,76,645,0,,,,,,,,,,,
16,298,46,6,59,593,0,,,,,,,,,,,
24,435,43,5,52,437,0,,,,,,,,,,,
14,379,65,3,84,1172,0,,,,,,,,,,,
34,467,47,9,80,823,0,,,,,,,,,,,
10,171,58,6,65,198,0,,,,,,,,,,,
13,368,55,7,58,549,0,,,,,,,,,,,
26,477,64,7,95,1495,0,,,,,,,,,,,
16,187,55,4,52,157,0,,,,,,,,,,,
22,191,61,5,80,703,0,,,,,,,,,,,
20,80,55,8,62,277,0,,,,,,,,,,,
10,334,45,4,69,1109,0,,,,,,,,,,,
32,215,57,5,59,609,0,,,,,,,,,,,
29,120,78,9,91,1268,0,,,,,,,,,,,
33,185,79,6,78,1279,0,,,,,,,,,,,
31,324,59,10,63,297,0,,,,,,,,,,,
20,442,50,4,84,512,0,,,,,,,,,,,
31,134,68,4,56,937,0,,,,,,,,,,,
34,69,63,6,95,1342,0,,,,,,,,,,,
25,319,65,5,83,738,0,,,,,,,,,,,
34,402,79,6,76,777,0,,,,,,,,,,,
34,355,60,5,99,575,0,,,,,,,,,,,
30,397,45,9,69,1337,0,,,,,,,,,,,
29,243,68,3,73,874,0,,,,,,,,,,,
12,487,46,3,88,695,0,,,,,,,,,,,
11,463,64,9,56,564,0,,,,,,,,,,,
25,163,47,4,52,1368,0,,,,,,,,,,,
20,213,56,3,90,563,0,,,,,,,,,,,
16,213,80,6,66,1060,0,,,,,,,,,,,
28,278,77,8,66,1474,0,,,,,,,,,,,
13,372,63,10,51,335,0,,,,,,,,,,,
15,51,58,7,63,366,0,,,,,,,,,,,
17,294,48,9,90,899,0,,,,,,,,,,,
28,258,48,6,53,1032,0,,,,,,,,,,,
15,328,63,4,74,1150,0,,,,,,,,,,,
14,102,51,10,84,724,0,,,,,,,,,,,
30,326,56,7,77,162,0,,,,,,,,,,,
12,85,76,5,56,843,0,,,,,,,,,,,
20,114,50,7,56,725,0,,,,,,,,,,,
12,26,59,4,82,1329,0,,,,,,,,,,,
22,185,46,10,99,489,0,,,,,,,,,,,
20,412,65,10,75,1362,0,,,,,,,,,,,
11,30,60,9,56,1211,0,,,,,,,,,,,
25,185,76,9,93,693,0,,,,,,,,,,,
33,393,46,3,92,877,0,,,,,,,,,,,
10,448,75,7,55,1106,0,,,,,,,,,,,
20,163,77,3,59,540,0,,,,,,,,,,,
34,462,59,7,93,788,0,,,,,,,,,,,
27,315,43,4,50,1152,0,,,,,,,,,,,
20,324,50,6,95,425,0,,,,,,,,,,,
24,21,47,6,85,434,0,,,,,,,,,,,
28,434,49,4,67,944,0,,,,,,,,,,,
24,30,53,9,68,627,0,,,,,,,,,,,
35,145,67,10,58,572,0,,,,,,,,,,,
33,445,75,3,70,678,0,,,,,,,,,,,
28,415,41,5,61,1341,0,,,,,,,,,,,
25,181,42,6,66,313,0,,,,,,,,,,,
14,318,47,5,80,524,0,,,,,,,,,,,
21,434,75,10,51,755,0,,,,,,,,,,,
10,187,59,3,79,1002,0,,,,,,,,,,,
15,477,56,9,95,893,0,,,,,,,,,,,
15,176,55,9,100,1379,0,,,,,,,,,,,
26,410,42,6,91,583,0,,,,,,,,,,,
10,208,44,3,72,1137,0,,,,,,,,,,,
33,272,56,5,63,698,0,,,,,,,,,,,
19,476,46,7,81,344,0,,,,,,,,,,,
22,329,75,5,56,385,0,,,,,,,,,,,
35,269,61,6,66,1421,0,,,,,,,,,,,
11,346,46,6,100,1355,0,,,,,,,,,,,
10,234,73,10,71,955,0,,,,,,,,,,,
17,369,64,8,59,1004,0,,,,,,,,,,,
33,461,75,8,91,395,0,,,,,,,,,,,
18,169,74,4,96,646,0,,,,,,,,,,,
31,173,76,9,97,272,0,,,,,,,,,,,
18,204,68,10,96,187,0,,,,,,,,,,,
12,111,55,7,93,606,0,,,,,,,,,,,
35,295,53,7,85,231,0,,,,,,,,,,,
15,110,66,6,64,964,0,,,,,,,,,,,
29,119,54,7,93,421,0,,,,,,,,,,,
25,87,68,3,99,1464,0,,,,,,,,,,,
32,407,63,7,50,913,0,,,,,,,,,,,
19,391,56,6,79,531,0,,,,,,,,,,,
17,334,57,4,70,556,0,,,,,,,,,,,
24,237,60,10,85,1157,0,,,,,,,,,,,
20,447,44,8,53,203,0,,,,,,,,,,,
17,228,60,3,91,1266,0,,,,,,,,,,,
15,99,48,3,84,270,0,,,,,,,,,,,
35,392,59,4,51,1031,0,,,,,,,,,,,
31,35,47,3,67,322,0,,,,,,,,,,,
28,198,47,9,77,644,0,,,,,,,,,,,
30,482,48,6,90,1090,0,,,,,,,,,,,
10,224,56,5,87,879,0,,,,,,,,,,,
35,51,71,5,86,1341,0,,,,,,,,,,,
30,113,56,6,94,227,0,,,,,,,,,,,
11,160,80,10,92,1357,0,,,,,,,,,,,
27,372,73,10,64,1456,0,,,,,,,,,,,
19,238,47,6,94,1401,0,,,,,,,,,,,
19,421,77,4,76,1346,0,,,,,,,,,,,
12,283,65,7,69,709,0,,,,,,,,,,,
14,377,61,7,97,519,0,,,,,,,,,,,
20,52,49,7,90,714,0,,,,,,,,,,,
24,378,63,4,58,506,0,,,,,,,,,,,
27,50,72,5,97,552,0,,,,,,,,,,,
34,414,71,4,93,830,0,,,,,,,,,,,
19,394,66,9,74,1468,0,,,,,,,,,,,
23,361,80,3,90,418,0,,,,,,,,,,,
24,493,52,7,68,810,0,,,,,,,,,,,
20,367,60,6,61,711,0,,,,,,,,,,,
16,324,42,4,70,563,0,,,,,,,,,,,
30,322,62,5,60,889,0,,,,,,,,,,,
30,227,65,9,69,690,0,,,,,,,,,,,
16,212,70,8,93,509,0,,,,,,,,,,,
29,53,71,10,55,165,0,,,,,,,,,,,
19,278,76,7,58,1392,0,,,,,,,,,,,
23,182,42,4,84,1162,0,,,,,,,,,,,
32,361,68,6,89,497,0,,,,,,,,,,,
35,250,69,10,51,1380,0,,,,,,,,,,,
32,271,43,9,72,697,0,,,,,,,,,,,
12,39,55,3,78,1465,0,,,,,,,,,,,
14,22,50,9,69,167,0,,,,,,,,,,,
22,155,48,4,94,237,0,,,,,,,,,,,
16,473,79,3,77,1002,0,,,,,,,,,,,
22,294,80,9,75,971,0,,,,,,,,,,,
24,337,42,7,88,426,0,,,,,,,,,,,
31,424,73,5,57,550,0,,,,,,,,,,,
35,62,74,8,90,1096,0,,,,,,,,,,,
20,264,49,3,59,903,0,,,,,,,,,,,
25,385,79,6,77,943,0,,,,,,,,,,,
32,457,47,4,63,323,0,,,,,,,,,,,
20,322,58,7,74,565,0,,,,,,,,,,,
15,109,57,6,97,1430,0,,,,,,,,,,,
17,414,76,8,50,234,0,,,,,,,,,,,
20,148,43,10,51,431,0,,,,,,,,,,,
28,359,74,7,99,414,0,,,,,,,,,,,
32,414,76,4,54,1429,0,,,,,,,,,,,
13,75,60,3,51,492,0,,,,,,,,,,,
19,68,75,9,59,965,0,,,,,,,,,,,
33,365,59,10,73,1259,0,,,,,,,,,,,
14,91,71,7,92,631,0,,,,,,,,,,,
24,59,48,5,58,1482,0,,,,,,,,,,,
10,290,46,7,90,679,0,,,,,,,,,,,
12,26,77,8,58,1423,0,,,,,,,,,,,
17,177,64,4,69,266,0,,,,,,,,,,,
25,197,58,10,75,925,0,,,,,,,,,,,
13,113,53,7,98,801,0,,,,,,,,,,,
21,296,69,6,92,435,0,,,,,,,,,,,
20,23,54,3,75,856,0,,,,,,,,,,,
28,306,51,10,71,261,0,,,,,,,,,,,
13,379,47,9,55,555,0,,,,,,,,,,,
21,369,45,5,63,652,0,,,,,,,,,,,
32,365,48,3,56,1073,0,,,,,,,,,,,
10,244,66,5,87,1447,0,,,,,,,,,,,
22,187,53,10,87,1105,0,,,,,,,,,,,
10,140,62,8,84,1028,0,,,,,,,,,,,
11,318,78,8,55,1016,0,,,,,,,,,,,
32,174,58,4,65,780,0,,,,,,,,,,,
31,78,70,5,94,1181,0,,,,,,,,,,,
23,23,76,9,92,693,0,,,,,,,,,,,
20,458,52,4,62,1462,0,,,,,,,,,,,
26,156,77,5,68,518,0,,,,,,,,,,,
35,71,79,8,87,1396,0,,,,,,,,,,,
15,300,62,8,93,175,0,,,,,,,,,,,
14,452,68,4,69,726,0,,,,,,,,,,,
23,270,76,3,83,712,0,,,,,,,,,,,
33,407,54,5,58,891,0,,,,,,,,,,,
16,319,61,9,64,1176,0,,,,,,,,,,,
21,116,70,10,93,1213,0,,,,,,,,,,,
26,107,77,7,50,294,0,,,,,,,,,,,
14,29,73,5,51,494,0,,,,,,,,,,,
31,465,51,6,66,1325,0,,,,,,,,,,,
30,251,43,3,91,1059,0,,,,,,,,,,,
10,284,63,5,50,1068,0,,,,,,,,,,,
30,180,76,9,74,625,0,,,,,,,,,,,
23,372,79,4,69,805,0,,,,,,,,,,,
18,408,66,9,61,556,0,,,,,,,,,,,
24,134,59,4,72,737,0,,,,,,,,,,,
19,302,64,8,61,562,0,,,,,,,,,,,
32,36,61,8,56,717,0,,,,,,,,,,,
18,452,74,7,94,535,0,,,,,,,,,,,
17,269,55,3,86,437,0,,,,,,,,,,,
10,83,69,9,52,627,0,,,,,,,,,,,
34,487,42,4,77,674,0,,,,,,,,,,,
17,116,77,7,59,1306,0,,,,,,,,,,,
21,277,42,5,78,464,0,,,,,,,,,,,
15,433,70,4,56,1237,0,,,,,,,,,,,
24,156,45,8,70,400,0,,,,,,,,,,,
12,289,69,3,89,266,0,,,,,,,,,,,
32,457,52,8,93,1248,0,,,,,,,,,,,
17,156,72,10,64,372,0,,,,,,,,,,,
21,240,73,8,75,652,0,,,,,,,,,,,
34,492,42,6,83,1121,0,,,,,,,,,,,
22,399,53,5,100,899,0,,,,,,,,,,,
12,311,50,7,86,308,0,,,,,,,,,,,
19,497,57,5,88,180,0,,,,,,,,,,,
13,26,79,4,69,1378,0,,,,,,,,,,,
10,276,67,10,63,1168,0,,,,,,,,,,,
15,47,40,10,85,308,0,,,,,,,,,,,
26,214,49,10,71,1065,0,,,,,,,,,,,
21,363,60,7,84,1448,0,,,,,,,,,,,
24,241,54,6,79,1019,0,,,,,,,,,,,
16,252,78,6,83,475,0,,,,,,,,,,,
35,170,43,5,100,201,0,,,,,,,,,,,
35,356,57,5,76,1344,0,,,,,,,,,,,
21,209,66,9,60,464,0,,,,,,,,,,,
27,499,47,7,63,1070,0,,,,,,,,,,,
35,390,76,6,96,1011,0,,,,,,,,,,,
19,428,75,5,80,1353,0,,,,,,,,,,,
28,396,46,3,84,368,0,,,,,,,,,,,
19,442,52,6,63,551,0,,,,,,,,,,,
15,261,76,5,100,496,0,,,,,,,,,,,
18,427,68,9,72,335,0,,,,,,,,,,,
19,369,46,3,90,1353,0,,,,,,,,,,,
21,355,45,8,68,1404,0,,,,,,,,,,,
25,379,61,4,94,892,0,,,,,,,,,,,
29,231,63,9,52,1089,0,,,,,,,,,,,
30,181,50,3,69,554,0,,,,,,,,,,,
24,255,64,3,75,545,0,,,,,,,,,,,
10,404,78,9,98,826,0,,,,,,,,,,,
26,166,58,10,64,1080,0,,,,,,,,,,,
23,110,44,3,80,399,0,,,,,,,,,,,
21,338,76,10,99,645,0,,,,,,,,,,,
20,410,78,3,57,522,0,,,,,,,,,,,
29,447,54,9,67,1118,0,,,,,,,,,,,
12,354,47,5,82,505,0,,,,,,,,,,,
28,369,43,8,84,435,0,,,,,,,,,,,
24,109,50,5,68,740,0,,,,,,,,,,,
32,338,80,8,83,769,0,,,,,,,,,,,
22,335,48,8,55,591,0,,,,,,,,,,,
35,244,47,9,87,155,0,,,,,,,,,,,
28,305,70,4,74,761,0,,,,,,,,,,,
18,374,57,10,76,1156,0,,,,,,,,,,,
32,435,61,5,92,906,0,,,,,,,,,,,
26,86,42,9,56,1251,0,,,,,,,,,,,
19,320,49,10,87,1487,0,,,,,,,,,,,
16,183,52,7,61,584,0,,,,,,,,,,,
18,29,43,6,78,1074,0,,,,,,,,,,,
33,493,73,3,84,1320,0,,,,,,,,,,,
33,81,80,8,100,1086,0,,,,,,,,,,,
29,302,52,10,71,613,0,,,,,,,,,,,
11,27,68,4,87,392,0,,,,,,,,,,,
30,144,68,4,69,736,0,,,,,,,,,,,
20,455,45,7,75,1353,0,,,,,,,,,,,
16,48,46,7,89,1411,0,,,,,,,,,,,
34,246,69,5,61,270,0,,,,,,,,,,,
30,373,42,3,66,923,0,,,,,,,,,,,
21,162,69,5,54,991,0,,,,,,,,,,,
34,230,61,5,83,480,0,,,,,,,,,,,
30,355,47,5,79,1212,0,,,,,,,,,,,
19,440,53,5,91,1172,0,,,,,,,,,,,
19,59,77,4,96,1147,0,,,,,,,,,,,
14,274,78,6,77,924,0,,,,,,,,,,,
17,331,50,7,69,954,0,,,,,,,,,,,
24,163,55,7,55,1363,0,,,,,,,,,,,
15,461,78,8,71,214,0,,,,,,,,,,,
17,263,56,8,91,928,0,,,,,,,,,,,
19,131,54,4,76,840,0,,,,,,,,,,,
19,423,68,6,85,1348,0,,,,,,,,,,,
25,430,70,5,87,683,0,,,,,,,,,,,
11,76,79,10,57,209,0,,,,,,,,,,,
18,283,41,10,60,286,0,,,,,,,,,,,
15,189,79,8,85,281,0,,,,,,,,,,,
18,429,50,10,58,495,0,,,,,,,,,,,
34,259,56,9,81,694,0,,,,,,,,,,,
31,76,42,3,74,585,0,,,,,,,,,,,
29,167,60,3,78,624,0,,,,,,,,,,,
22,114,40,5,86,641,0,,,,,,,,,,,
19,110,45,4,98,887,0,,,,,,,,,,,
19,450,45,4,78,1102,0,,,,,,,,,,,
23,34,73,7,64,1313,0,,,,,,,,,,,
35,483,79,3,54,873,0,,,,,,,,,,,
11,98,60,3,58,384,0,,,,,,,,,,,
19,211,53,7,60,900,0,,,,,,,,,,,
25,96,64,7,97,1248,0,,,,,,,,,,,
11,293,41,7,74,1142,0,,,,,,,,,,,
15,445,40,7,98,1214,0,,,,,,,,,,,
15,289,57,10,99,810,0,,,,,,,,,,,
28,225,45,7,59,1379,0,,,,,,,,,,,
17,188,70,5,75,236,0,,,,,,,,,,,
18,299,48,7,73,230,0,,,,,,,,,,,
30,107,57,8,52,1195,0,,,,,,,,,,,
16,272,67,9,90,1251,0,,,,,,,,,,,
19,247,61,5,72,762,0,,,,,,,,,,,
13,443,62,3,72,1003,0,,,,,,,,,,,
16,110,66,9,74,1414,0,,,,,,,,,,,
17,286,79,6,94,825,0,,,,,,,,,,,
26,133,63,10,88,1162,0,,,,,,,,,,,
20,413,62,4,51,519,0,,,,,,,,,,,
29,78,52,3,66,908,0,,,,,,,,,,,
18,252,75,6,65,1142,0,,,,,,,,,,,
15,471,77,7,93,541,0,,,,,,,,,,,
13,414,41,4,85,1341,0,,,,,,,,,,,
35,358,45,4,72,863,0,,,,,,,,,,,
17,89,43,9,53,1267,0,,,,,,,,,,,
10,99,79,5,95,445,0,,,,,,,,,,,
35,194,49,3,79,275,0,,,,,,,,,,,
32,215,74,4,71,1413,0,,,,,,,,,,,
26,368,50,10,52,271,0,,,,,,,,,,,
18,334,56,5,85,1254,0,,,,,,,,,,,
23,431,61,4,86,1100,0,,,,,,,,,,,
31,176,43,4,89,1320,0,,,,,,,,,,,
28,403,77,9,75,1300,0,,,,,,,,,,,
12,388,74,4,74,1447,0,,,,,,,,,,,
20,324,55,4,70,298,0,,,,,,,,,,,
25,149,45,7,65,950,0,,,,,,,,,,,
26,306,51,9,89,270,0,,,,,,,,,,,
19,333,67,7,75,1248,0,,,,,,,,,,,
10,179,58,7,77,1374,0,,,,,,,,,,,
21,38,80,4,50,311,0,,,,,,,,,,,
22,371,51,6,94,161,0,,,,,,,,,,,
22,126,60,8,89,158,0,,,,,,,,,,,
14,396,47,3,64,1429,0,,,,,,,,,,,
32,247,48,3,81,859,0,,,,,,,,,,,
10,125,44,9,86,1434,0,,,,,,,,,,,
24,408,47,6,91,801,0,,,,,,,,,,,
22,260,43,4,59,810,0,,,,,,,,,,,
35,482,72,5,98,1435,0,,,,,,,,,,,
15,446,52,8,64,815,0,,,,,,,,,,,
15,287,44,4,75,1041,0,,,,,,,,,,,
28,128,72,9,63,1360,0,,,,,,,,,,,
25,428,67,3,58,161,0,,,,,,,,,,,
19,110,45,5,68,1140,0,,,,,,,,,,,
16,485,43,6,72,807,0,,,,,,,,,,,
14,96,65,3,64,1027,0,,,,,,,,,,,
12,99,61,3,82,344,0,,,,,,,,,,,
22,323,70,4,92,778,0,,,,,,,,,,,
23,179,73,8,59,404,0,,,,,,,,,,,
15,391,51,9,72,355,0,,,,,,,,,,,
32,287,45,4,76,575,0,,,,,,,,,,,
15,320,43,7,59,1270,0,,,,,,,,,,,
29,113,76,4,76,593,0,,,,,,,,,,,
34,68,57,9,53,1424,0,,,,,,,,,,,
16,367,50,7,70,1438,0,,,,,,,,,,,
18,441,76,9,69,1291,0,,,,,,,,,,,
22,319,59,4,75,711,0,,,,,,,,,,,
12,150,48,6,84,440,0,,,,,,,,,,,
30,406,76,4,55,1162,0,,,,,,,,,,,
24,383,76,7,69,1021,0,,,,,,,,,,,
34,241,65,8,67,1457,0,,,,,,,,,,,
26,252,41,10,80,750,0,,,,,,,,,,,
32,407,56,3,79,1206,0,,,,,,,,,,,
24,101,64,6,67,245,0,,,,,,,,,,,
16,96,46,7,56,205,0,,,,,,,,,,,
22,465,57,5,66,961,0,,,,,,,,,,,
26,231,42,4,72,1064,0,,,,,,,,,,,
26,330,67,3,80,275,0,,,,,,,,,,,
27,293,68,8,62,482,0,,,,,,,,,,,
13,316,66,10,92,619,0,,,,,,,,,,,
15,102,80,10,78,871,0,,,,,,,,,,,
15,66,62,4,87,987,0,,,,,,,,,,,
19,62,49,10,73,1354,0,,,,,,,,,,,
10,494,43,7,66,290,0,,,,,,,,,,,
20,412,70,7,81,828,0,,,,,,,,,,,
13,102,49,8,100,326,0,,,,,,,,,,,
12,65,61,10,64,341,0,,,,,,,,,,,
30,296,57,7,77,1290,0,,,,,,,,,,,
14,271,53,10,89,906,0,,,,,,,,,,,
10,343,68,4,100,1235,0,,,,,,,,,,,
22,431,61,7,58,1202,0,,,,,,,,,,,
25,439,47,10,95,1196,0,,,,,,,,,,,
19,400,54,4,83,1306,0,,,,,,,,,,,
21,206,46,8,98,959,0,,,,,,,,,,,
22,85,51,7,58,764,0,,,,,,,,,,,
22,77,73,9,73,391,0,,,,,,,,,,,
32,98,48,9,95,1103,0,,,,,,,,,,,
15,316,50,8,89,1311,0,,,,,,,,,,,
35,215,52,3,54,1214,0,,,,,,,,,,,
22,100,56,6,73,258,0,,,,,,,,,,,
15,443,76,7,75,619,0,,,,,,,,,,,
21,310,52,3,90,974,0,,,,,,,,,,,
12,352,62,10,83,1383,0,,,,,,,,,,,
29,35,70,5,93,847,0,,,,,,,,,,,
27,455,78,10,55,645,0,,,,,,,,,,,
20,33,64,8,64,1057,0,,,,,,,,,,,
35,246,57,10,78,697,0,,,,,,,,,,,
33,397,48,8,99,1313,0,,,,,,,,,,,
33,289,44,7,76,997,0,,,,,,,,,,,
29,184,61,6,76,507,0,,,,,,,,,,,
27,456,45,6,67,999,0,,,,,,,,,,,
20,129,55,5,84,1237,0,,,,,,,,,,,
21,258,72,10,60,362,0,,,,,,,,,,,
22,477,73,8,62,301,0,,,,,,,,,,,
22,109,58,4,65,649,0,,,,,,,,,,,
25,194,40,3,58,360,0,,,,,,,,,,,
